DATE,mac_dl_cqi,mac_dl_mcs,mac_dl_ok,mac_dl_nok,mac_dl_brate,ue_ident
2022-01-01 00:00:00.352,6,6,38,4,1964000,82
2022-01-01 00:00:00.353,8,8,1,0,13955,82
2022-01-01 00:00:00.354,8,6,1,0,6666,82
2022-01-01 00:00:00.355,8,9,1,0,20711,82
2022-01-01 00:00:00.356,7,8,5,0,337955,82
2022-01-01 00:00:00.357,7,11,34,4,3527466,82
2022-01-01 00:00:00.358,5,6,60,3,3811022,82
2022-01-01 00:00:00.359,6,7,45,6,2997244,82
2022-01-01 00:00:00.360,7,7,16,0,939911,82
2022-01-01 00:00:00.361,9,12,1,0,6488,82
2022-01-01 00:00:00.362,8,9,1,0,20711,82
2022-01-01 00:00:00.363,7,10,8,0,542488,82
2022-01-01 00:00:00.364,6,8,54,2,4662400,82
2022-01-01 00:00:00.365,6,7,59,7,3890044,82
2022-01-01 00:00:00.366,7,6,18,2,958933,82
2022-01-01 00:00:00.367,7,6,1,0,6666,82
2022-01-01 00:00:00.368,8,8,2,0,22044,82
2022-01-01 00:00:00.369,8,9,5,0,337955,82
2022-01-01 00:00:00.370,7,10,3,0,95911,82
2022-01-01 00:00:00.371,6,8,58,7,4758400,82
2022-01-01 00:00:00.372,6,6,58,6,3260711,82
2022-01-01 00:00:00.373,6,8,55,5,4029066,82
2022-01-01 00:00:00.374,7,6,1,0,13600,82
2022-01-01 00:00:00.375,7,6,1,0,6666,82
2022-01-01 00:00:00.376,7,10,11,0,663555,82
2022-01-01 00:00:00.377,8,6,1,0,6666,82
2022-01-01 00:00:00.378,8,9,8,0,634133,82
2022-01-01 00:00:00.379,7,8,4,0,219555,82
2022-01-01 00:00:00.380,8,11,13,0,1224266,82
2022-01-01 00:00:00.381,7,0,1,0,74577,82
2022-01-01 00:00:00.382,6,11,45,4,4583377,82
2022-01-01 00:00:00.383,6,7,24,3,1635911,82
2022-01-01 00:00:00.384,8,6,1,0,6666,82
2022-01-01 00:00:00.385,7,8,14,0,736177,82
2022-01-01 00:00:00.386,7,5,3,0,22666,82
2022-01-01 00:00:00.387,7,6,1,0,6666,82
2022-01-01 00:00:00.388,7,11,5,2,414844,82
2022-01-01 00:00:00.389,7,10,5,2,240266,82
2022-01-01 00:00:00.390,7,6,1,0,6666,82
2022-01-01 00:00:00.391,7,10,12,1,875555,82
2022-01-01 00:00:00.392,7,8,14,0,1041066,82
2022-01-01 00:00:00.393,7,9,4,0,265866,82
2022-01-01 00:00:00.394,7,11,23,3,2528800,82
2022-01-01 00:00:00.395,5,6,51,8,2931822,82
2022-01-01 00:00:00.396,8,7,9,0,574311,82
2022-01-01 00:00:00.397,8,6,1,0,6666,82
2022-01-01 00:00:00.398,7,11,5,2,410577,82
2022-01-01 00:00:00.399,7,8,6,0,315911,82
2022-01-01 00:00:00.400,8,5,1,0,11466,82
2022-01-01 00:00:00.401,7,6,1,0,6666,82
2022-01-01 00:00:00.402,8,6,2,0,74488,82
2022-01-01 00:00:00.403,8,6,1,0,6666,82
2022-01-01 00:00:00.404,8,10,4,0,330844,82
2022-01-01 00:00:00.405,7,9,36,1,2851200,82
2022-01-01 00:00:00.406,7,7,46,3,3192177,82
2022-01-01 00:00:00.407,6,5,62,5,3327822,82
2022-01-01 00:00:00.408,6,4,52,3,2125688,82
2022-01-01 00:00:00.409,5,3,47,4,1986933,82
2022-01-01 00:00:00.410,5,3,59,5,1737688,82
2022-01-01 00:00:00.411,6,6,56,6,3181688,82
2022-01-01 00:00:00.412,6,5,52,6,2831288,82
2022-01-01 00:00:00.413,7,5,56,4,2880355,82
2022-01-01 00:00:00.414,6,6,56,3,3035377,82
2022-01-01 00:00:00.415,5,4,63,5,2839733,82
2022-01-01 00:00:00.416,6,2,60,0,1439022,82
2022-01-01 00:00:00.417,6,6,54,3,3230400,82
2022-01-01 00:00:00.418,7,8,8,1,532266,82
2022-01-01 00:00:00.419,8,9,2,0,19555,82
2022-01-01 00:00:00.420,8,5,1,0,5600,82
2022-01-01 00:00:00.421,8,7,1,0,7911,82
2022-01-01 00:00:00.422,8,6,1,0,6666,82
